"method","method_family","tuning","beta","tv","fkl","rkl","mean_h_error","q0","expected_code","active_kernels_001","q_effective_kernels","n_kernels","stored_atoms","objective","rmse","logscore","rmse_gap","logscore_gap","kkt_residual","optimizer_status","optimizer_iterations","objective_change","raw_candidates","key_deduped_candidates","near_deduped_candidates","objective_consistent","status","error","scenario","rho","replication_id","mode","p","n_train","n_test","reference_object","reference_support_entropy","reference_support_n95","reference_mode","sampler","n_iter","burn","thin","n_chains","retained_draws","unique_supports","unique_group_states","top_support_mass","effective_support_count","mean_size","accept_rate","group_pip_max_range","group_pip_mean_range","split_rhat_max","split_rhat_median","ess_min","ess_median","group_pip_mcse_max","runtime_sec_reference","diagnostic_status","diagnostic_warning","runtime_sec"
"Posterior clustering","posterior clustering","clusters=8, beta=0.02",0.02,0.124616955957928,0.0365684795442141,0.0361653637800198,0,0.589132065378982,14.7475411338536,10,4.56216273515858,10,NA,0.330001505426183,1.47671632420282,-1.82501201406456,0.00714694689871265,-0.00802304501420292,0.0227211579158872,"max_iter_reached",120,9.45783963784974e-06,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Posterior clustering","posterior clustering","clusters=12, beta=0.02",0.02,0.128518542767023,0.0390418844952332,0.0379394570685866,0,0.560878483415296,14.4287235445152,15,6.06648527857771,15,NA,0.325813575979712,1.47313618113578,-1.82184354755685,0.00356680383167696,-0.00485457850649507,0.0588885093264,"max_iter_reached",120,1.55490639566214e-05,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Posterior clustering","posterior clustering","clusters=16, beta=0.02",0.02,0.134902062526023,0.0442586149418405,0.0426760777863854,0,0.496568625828037,13.8776084240968,20,8.17635337829906,22,NA,0.319709537169845,1.47289255669985,-1.82085166247663,0.00332317939574156,-0.00386269342627088,0.0880449309907498,"max_iter_reached",120,3.04182877589598e-05,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"ASK-PC pooled union","support-kernel compression","beta=0.08",0.08,0.140659954102134,0.0579239076433579,0.0499557520280375,0,0.001,6.40895340630488,96,50.4857536686827,1494,NA,0.566718488956807,1.46967070095398,-1.81691649196752,0.000101323649872143,7.24770828377519e-05,0.0171585398884457,"embedded_pruned_feasible_solution",0,0,2336,2315,1494,TRUE,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"ASK-PC pooled-pruned 99%","support-kernel compression","beta=0.08",0.08,0.140659954102134,0.0579239076433579,0.0499557520280375,0,0.001,6.40895340630488,96,50.4857536686827,97,NA,0.566718488956807,1.46967070095398,-1.81691649196752,0.000101323649872143,7.24770828377519e-05,0.00394671244813183,"max_iter_reached",140,7.74745725018455e-07,2336,2315,1494,TRUE,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Fixed hard dictionary","fixed region dictionary","beta=0.08",0.08,0.425226982990586,1.08653781653655,0.473884585029904,0,0.0139505525171582,21.641803936209,49,32.8344052196129,49,NA,2.81439065452801,1.47152115910299,-1.81857850064726,0.00195178179888633,-0.00158953159689768,0.585584481032822,"max_iter_reached",120,0.000168184758706946,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Top-M support atoms","atom truncation","M=24, beta=0.08",0.08,0.460849492423231,2.01437803140026,0.615124191952948,0,0.0064330023214558,29.2449096557192,25,10.3857376626983,25,24,4.35163037037143,1.48280956468625,-1.83162154168086,0.0132401873821479,-0.0146325726305052,0.25182776288279,"max_iter_reached",120,8.16349131929073e-05,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Top-M support atoms","atom truncation","M=48, beta=0.08",0.08,0.394690495298513,1.76717787923335,0.504994523610379,0,0.00553906559725126,28.6806539950879,49,14.9506621049669,49,48,4.05892544325356,1.48039157330956,-1.8289373684494,0.0108221960054509,-0.0119483993990392,0.40681105876056,"max_iter_reached",120,0.000217499655644104,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Top-M support atoms","atom truncation","M=96, beta=0.08",0.08,0.328301790339617,1.51648205905331,0.404255145267488,0,0.00460085058791215,28.0669161316521,97,21.4814836553704,97,96,3.75876815824674,1.48042232574949,-1.82870936610046,0.0108529484453825,-0.0117203970500988,0.391756405032913,"max_iter_reached",120,0.000175729330477381,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Posterior clustering","posterior clustering","clusters=8, beta=0.08",0.08,0.278898380781403,0.234385342369328,0.198150171670683,0,0.12684088538905,10.0023891754885,9,7.97602221026505,10,NA,1.03250003659113,1.48315112109156,-1.83334666028093,0.0135817437874588,-0.0163576912305701,0.0857854612927187,"max_iter_reached",120,2.65566980650611e-06,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Posterior clustering","posterior clustering","clusters=12, beta=0.08",0.08,0.269542985561103,0.225836462928626,0.183982975162071,0,0.105320620608083,9.87739049358635,13,11.7090137591964,15,NA,1.01356734346358,1.47542096146327,-1.82592979807082,0.00585158415916442,-0.00894082902045867,0.223535653417058,"max_iter_reached",120,1.02157545316395e-05,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Posterior clustering","posterior clustering","clusters=16, beta=0.08",0.08,0.263375024349802,0.22625171545851,0.181754823008117,0,0.052111309015286,9.29307637129647,17,13.0195504854457,22,NA,0.967131373050987,1.47278252780176,-1.82107015727958,0.00321315049765802,-0.00408118822921777,0.206009181833274,"max_iter_reached",120,8.28892328408326e-06,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Dilution-prior BMA","redundancy-aware prior","power=0.25 over visited supports",NA,0.277214800802773,0.714698707918484,0.252859885203245,0,NA,310,NA,NA,NA,310,NA,1.47251057258509,-1.82126391686576,0.00294119528098169,-0.00427494781540494,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Dilution-prior BMA","redundancy-aware prior","power=0.5 over visited supports",NA,0.295396519214291,0.791356133689509,0.278862199689083,0,NA,284,NA,NA,NA,284,NA,1.47243196626812,-1.82107478881968,0.00286258896401193,-0.00408581976931788,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"Dilution-prior BMA","redundancy-aware prior","power=1 over visited supports",NA,0.320420993575259,0.969758168368872,0.325111248297882,0,NA,243,NA,NA,NA,243,NA,1.47217986387892,-1.82071518443162,0.00261048657481777,-0.00372621538126361,NA,NA,NA,NA,NA,NA,NA,NA,"ok",NA,"one_representative",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_one_representative_rho0p90_rep003_reference_reliable_full_v2.rds",5.1581910991181,1307,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,2207,136,0.2335,173.849694139745,5.63627777777778,0.075875,0.102,0.0233166666666667,1.03281713054622,1.00417163255562,186.354029563685,2250.40798845601,0.0115481120462601,26.1899999999996,"pass","",NA
"ASK-PC pooled union","support-kernel compression","beta=0.005",0.005,0.0809047402583123,0.018896748338583,0.0174771143760766,0,0.245723507084685,10.5467962702617,87,47.154933291177,1127,NA,0.0677772910565747,1.35065795881167,-1.71876784456998,0.00160889085902038,-0.00119821565916434,0.0152561295168898,"embedded_pruned_feasible_solution",0,0,2342,2330,1127,TRUE,"ok",NA,"ordered_interval",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p90_rep003_reference_reliable_full_v2.rds",3.40347831526987,401,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1183,224,0.390833333333333,30.0685061074717,5.098,0.0792166666666667,0.0573333333333333,0.0200666666666667,1.0316954186687,1.00203775463912,182.021977336001,3004.71132926469,0.00610549210401057,16.04,"pass","",NA
"ASK-PC pooled-pruned 99%","support-kernel compression","beta=0.005",0.005,0.0809047402583123,0.018896748338583,0.0174771143760766,0,0.245723507084685,10.5467962702617,87,47.154933291177,392,NA,0.0677772910565747,1.35065795881167,-1.71876784456998,0.00160889085902038,-0.00119821565916434,0.00571724396843365,"max_iter_reached",140,6.56992603542683e-07,2342,2330,1127,TRUE,"ok",NA,"ordered_interval",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p90_rep003_reference_reliable_full_v2.rds",3.40347831526987,401,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1183,224,0.390833333333333,30.0685061074717,5.098,0.0792166666666667,0.0573333333333333,0.0200666666666667,1.0316954186687,1.00203775463912,182.021977336001,3004.71132926469,0.00610549210401057,16.04,"pass","",NA
"Fixed hard dictionary","fixed region dictionary","beta=0.005",0.005,5.1601247146732e-18,6.96356552667668e-18,-6.96356552667668e-18,0,0.86694483511462,209.102781347379,49,2.44668373424471,49,NA,1.1873991047518,1.34904906795265,-1.71756962891082,0,0,0.028453050132251,"max_iter_reached",120,4.73025517111481e-06,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p90_rep003_reference_reliable_full_v2.rds",3.40347831526987,401,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1183,224,0.390833333333333,30.0685061074717,5.098,0.0792166666666667,0.0573333333333333,0.0200666666666667,1.0316954186687,1.00203775463912,182.021977336001,3004.71132926469,0.00610549210401057,16.04,"pass","",NA
"Top-M support atoms","atom truncation","M=24, beta=0.005",0.005,0.25515717693827,0.553769803120145,0.250934632206507,0,0.0576878980531669,73.961417710375,25,5.45243683921515,25,24,0.921880829036815,1.34743301441847,-1.7167717364175,-0.00161605353418537,0.000797892493321184,0.00506490465502474,"objective_converged_kkt_warning",35,9.69916565507489e-07,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p90_rep003_reference_reliable_full_v2.rds",3.40347831526987,401,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1183,224,0.390833333333333,30.0685061074717,5.098,0.0792166666666667,0.0573333333333333,0.0200666666666667,1.0316954186687,1.00203775463912,182.021977336001,3004.71132926469,0.00610549210401057,16.04,"pass","",NA
"Top-M support atoms","atom truncation","M=48, beta=0.005",0.005,0.206297525125553,0.481265966373294,0.200663385435751,0,0.046390484781727,64.055183979229,49,7.55853805573799,49,48,0.799519208476819,1.34770136034899,-1.71696852873279,-0.00134770760365854,0.000601100178024616,0.0050829508839576,"objective_converged_kkt_warning",34,8.43396771088578e-07,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p90_rep003_reference_reliable_full_v2.rds",3.40347831526987,401,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1183,224,0.390833333333333,30.0685061074717,5.098,0.0792166666666667,0.0573333333333333,0.0200666666666667,1.0316954186687,1.00203775463912,182.021977336001,3004.71132926469,0.00610549210401057,16.04,"pass","",NA
"Top-M support atoms","atom truncation","M=96, beta=0.005",0.005,0.149439565251638,0.387826748654044,0.144484075227232,0,0.03344873355031,52.6519825467953,97,10.9485905019734,97,96,0.648693450661325,1.34888580842168,-1.71781460522913,-0.000163259530969073,-0.000244976318312551,0.00604081488518893,"objective_converged_kkt_warning",32,1.31744348297325e-06,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p90_rep003_reference_reliable_full_v2.rds",3.40347831526987,401,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1183,224,0.390833333333333,30.0685061074717,5.098,0.0792166666666667,0.0573333333333333,0.0200666666666667,1.0316954186687,1.00203775463912,182.021977336001,3004.71132926469,0.00610549210401057,16.04,"pass","",NA
"Posterior clustering","posterior clustering","clusters=8, beta=0.005",0.005,0.0582012761959447,0.00954856093332442,0.00908491269491943,0,0.649073363656014,15.1392243022858,14,4.40720425711735,14,NA,0.0837614419116428,1.34921739346586,-1.71782735285783,0.000168325513205225,-0.000257723947009625,0.0171148922765135,"max_iter_reached",120,1.11384310892415e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p90_rep003_reference_reliable_full_v2.rds",3.40347831526987,401,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1183,224,0.390833333333333,30.0685061074717,5.098,0.0792166666666667,0.0573333333333333,0.0200666666666667,1.0316954186687,1.00203775463912,182.021977336001,3004.71132926469,0.00610549210401057,16.04,"pass","",NA
"Posterior clustering","posterior clustering","clusters=12, beta=0.005",0.005,0.058887964689087,0.00965226564346607,0.0091798567914772,0,0.64532084374729,15.2233648394274,20,5.11289897956839,20,NA,0.0841373232822767,1.34884500549561,-1.71751937485096,-0.000204062457038967,5.02540598577017e-05,0.0195859589589534,"max_iter_reached",120,1.31601861031727e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p90_rep003_reference_reliable_full_v2.rds",3.40347831526987,401,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1183,224,0.390833333333333,30.0685061074717,5.098,0.0792166666666667,0.0573333333333333,0.0200666666666667,1.0316954186687,1.00203775463912,182.021977336001,3004.71132926469,0.00610549210401057,16.04,"pass","",NA
"Posterior clustering","posterior clustering","clusters=16, beta=0.005",0.005,0.0628184216370544,0.0109789461266942,0.0103807843371179,0,0.597721120986479,14.8938771311908,30,6.99161430396963,30,NA,0.0835036203083044,1.34920927104541,-1.71780254759452,0.000160203092756106,-0.000232918683704453,0.0221146682408929,"max_iter_reached",120,1.91305565564598e-05,NA,NA,NA,NA,"ok",NA,"ordered_interval",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p90_rep003_reference_reliable_full_v2.rds",3.40347831526987,401,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1183,224,0.390833333333333,30.0685061074717,5.098,0.0792166666666667,0.0573333333333333,0.0200666666666667,1.0316954186687,1.00203775463912,182.021977336001,3004.71132926469,0.00610549210401057,16.04,"pass","",NA
"ASK-PC pooled union","support-kernel compression","beta=0.02",0.02,0.11958271968056,0.0439341279968567,0.0381598747452566,0,0.001,6.41658325687489,74,3.80225377659472,1127,NA,0.170930199144348,1.35133494775623,-1.71928745169091,0.0022858798035803,-0.00171782278009602,0.018663189536505,"embedded_pruned_feasible_solution",0,0,2342,2330,1127,TRUE,"ok",NA,"ordered_interval",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p90_rep003_reference_reliable_full_v2.rds",3.40347831526987,401,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1183,224,0.390833333333333,30.0685061074717,5.098,0.0792166666666667,0.0573333333333333,0.0200666666666667,1.0316954186687,1.00203775463912,182.021977336001,3004.71132926469,0.00610549210401057,16.04,"pass","",NA
"ASK-PC pooled-pruned 99%","support-kernel compression","beta=0.02",0.02,0.11958271968056,0.0439341279968567,0.0381598747452566,0,0.001,6.41658325687489,74,3.80225377659472,105,NA,0.170930199144348,1.35133494775623,-1.71928745169091,0.0022858798035803,-0.00171782278009602,0.00880915357047518,"objective_converged_kkt_warning",2,9.97615315079248e-08,2342,2330,1127,TRUE,"ok",NA,"ordered_interval",0.9,3,"full",100,120,400,"sim/output/large_end_to_end/full_ordered_interval_rho0p90_rep003_reference_reliable_full_v2.rds",3.40347831526987,401,"mcmc_empirical_visited_supports","long multi-chain MC3",20000,5000,5,6,18000,1183,224,0.390833333333333,30.0685061074717,5.098,0.0792166666666667,0.0573333333333333,0.0200666666666667,1.0316954186687,1.00203775463912,182.021977336001,3004.71132926469,0.00610549210401057,16.04,"pass","",NA
